FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_311d,16393,KLG Hackenberg Georg Loibl,1,19,1980-12-12,10009484,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_311e,16397,KLG Hackenberg Kranl,1,19,1980-12-12,10009488,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_311f,16400,KLG Karl-Marx-Hof,1,19,2013-10-31,10009491,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3120,16403,SDL Wildbach Eigengründe,1,13,1988-01-15,10009494,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3121,16405,KLG Himmelteich,1,22,1981-06-22,10009496,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3122,10491,Sailergrabenbrücke,1,13,1989-05-18,10007768,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3123,01170,Ferchenbauergasse,1,21,1883-01-01,10001131,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3124,18267,Sankt-Georgen-Berg,1,23,1973-01-05,10009975,10060,Berg
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3125,18271,Schanze 29,1,22,1975-10-17,10009979,20071,Gartensiedlung und Siedlung
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3126,18273,Schanze 26,1,22,1975-10-17,10009981,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3127,18275,Schanzelufer,1,1,1973-01-05,10009983,7355,Flurname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3128,16034,KLG Aus eigener Kraft,1,10,1973-01-05,10009138,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3129,10458,Unterführung Sängergasse,1,11,1989-05-10,10007735,50040,Unterführung
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312a,18365,Schießstätte,1,23,1975-10-17,10010069,7355,Flurname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312b,04371,Schubertweg,1,11,1973-01-05,10004275,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312c,04531,Sillerweg,1,10,1973-01-05,10004432,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312d,04579,Sonnenweg,1,10,1973-01-05,10004480,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312e,04680,Steinbachstraße,1,14,1973-01-05,10004581,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_312f,06188,Johann-Zak-Weg,1,22,1988-11-10,10006015,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3130,06190,Karl-Schott-Gasse,1,21,2006-10-03,10006017,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3131,18145,Kreuzbühel,1,17,1973-01-05,10009861,7355,Flurname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3132,10761,Praterbrücke-Kaibrücke,1,2,1993-06-03,10008038,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3133,14243,Gustav-Fuchs-Hof,1,11,1982-10-07,10008923,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3134,20148,Parkanlage Kirschenallee,1,22,2014-03-19,10010358,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3135,20149,Gustav-Klimt-Park,1,14,1755-01-01,10010359,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3136,20151,Fritz-Imhoff-Park,1,6,1986-02-27,10010361,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3137,20152,Hayekpark,1,19,2018-05-08,10010362,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3138,20155,Parkanlage Am Hundsturm,1,5,2014-03-19,10010365,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3139,00512,Blumenweg,1,11,1973-01-05,10000496,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313a,22260,Sportplatz Nußdorfer AC,1,19,2013-02-12,10010627,20020,Sportplatz
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313b,90036,U-Bahn Station Vorgartenstraße,1,2,1982-10-04,10010858,51010,U-Bahnstation
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313c,90038,U-Bahn Station Nestroyplatz,1,2,1982-10-05,10010860,51010,U-Bahnstation
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313d,90040,U-Bahn Station Südtiroler Platz Hauptbahnhof,1,4,1982-10-13,10010862,51010,U-Bahnstation
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313e,14254,Felix-Swoboda-Hof,1,11,1983-09-15,10008934,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_313f,14265,Otto-Gratzl-Hof,1,20,1984-05-07,10008945,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3140,14275,Ernst-Theumer-Hof,1,21,1985-03-28,10008955,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3141,19029,Friedhof Neustift am Walde,1,18,1973-01-05,10010181,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3142,19030,Friedhof Oberlaa,1,10,2012-10-09,10010182,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3143,19032,Friedhof Ottakring,1,16,2012-10-09,10010184,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3144,19033,Friedhof Pötzleinsdorf,1,18,2012-10-09,10010185,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3145,19035,Friedhof Sievering,1,19,2012-10-09,10010187,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3146,06453,Jakob-Kern-Weg,1,14,2011-03-01,10359081,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3147,12192,Gewidmete Verkehrsfläche,1,19,1973-01-05,10008297,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3148,06882,Morathgasse,1,12,2010-06-08,10473522,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3149,12757,Kishonweg,1,21,2016-04-05,10473826,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314a,06876,Gewidmete Verkehrsfläche,1,19,2010-04-28,10469026,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314b,06063,Gewidmete Verkehrsfläche,1,13,1982-04-27,10005896,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314c,04602,Speckbachergasse,1,16,1894-06-30,10004503,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314d,04629,Spitzweggasse,1,13,1938-12-09,10004530,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314e,04648,Stadiongasse,1,1,1824-01-01,10004549,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_314f,04649,Stadlauer Straße,1,22,1909-06-30,10004550,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3150,15015,Eckbach,1,17,1973-01-05,10009021,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3151,18120,Josefsdorf,1,19,1973-01-05,10009838,7355,Flurname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3152,05813,Camesinaweg,1,12,1973-12-10,10005670,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3153,05816,Otto-Willmann-Gasse,1,10,1974-02-04,10005673,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3154,05886,Kurt-Ohnsorg-Weg,1,22,1977-06-13,10005733,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3155,05896,Dobrowskygasse,1,23,1975-02-10,10005741,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3156,09423,Rudofskyweg,1,22,2009-05-05,10006778,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3157,06457,Josef-Gala-Gasse,1,22,2009-05-05,10373078,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3158,06472,Gewidmete Verkehrsfläche,1,14,2011-10-06,10379626,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3159,10465,Brücke Schemmerlstraße,1,11,1989-05-11,10007742,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315a,12394,Fußweg Ibsenstraße,1,15,1755-01-01,10008474,14,Gebrauchsname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315b,02910,Lindenbauergasse,1,11,1954-04-21,10002842,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315c,09230,Ernst-Hinterberger-Gasse,1,22,2014-12-02,10006647,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315d,06599,Billy-Wilder-Straße,1,3,2008-10-07,10454139,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315e,12713,Rubin-Bittmann-Promenade,1,3,2010-05-04,10454141,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_315f,00687,Celtesgasse,1,19,1894-01-01,10000662,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3160,01069,Entensteig,1,21,1942-02-02,10001032,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3161,06304,Jandagasse,1,21,1993-12-02,10006127,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3162,03024,Maiglöckchenweg,1,22,1954-01-13,10002955,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3163,02622,Krallgasse,1,22,1962-07-04,10002556,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3164,09448,Ginkgoweg,1,22,2004-10-18,10006803,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3165,10732,EN 57,1,22,1989-11-07,10008009,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3166,01197,Finkenweg,1,11,1973-01-05,10001157,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3167,01141,Fasanweg,1,11,1973-01-05,10001102,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3168,20107,Diana-Budisavljevic-Park,1,9,2014-06-02,10010317,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3169,20173,Leopold-Rosenmayr-Park,1,18,1991-10-25,10010383,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316a,20175,Albert-Dub-Park,1,18,1991-10-25,10010385,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316b,20177,Franz-Polly-Park,1,21,1992-03-12,10010387,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316c,19048,Evangelischer Friedhof Matzleinsdorf,1,10,2012-10-18,10010200,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316d,20059,Frederic-Morton-Park,1,17,2019-06-04,10010269,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316e,20068,Lorenz-Bayer-Park,1,17,2010-01-29,10010278,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_316f,20090,Währinger Park,1,18,1973-01-05,10010300,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3170,03644,Pfaffenaugasse,1,11,1895-08-06,10003564,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3171,02045,Hohenbergstraße,1,12,1894-01-01,10001990,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3172,03340,Nästlbergergasse,1,13,1955-06-08,10003268,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3173,02570,Kolbetergasse,1,14,1941-09-26,10002506,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3174,02867,Leschetitzkygasse,1,18,1932-10-03,10002800,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3175,09723,Fahnenweg,1,19,1973-01-05,10007045,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3176,12607,Steinbatzweg,1,21,2014-02-11,10008679,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3177,00535,Boltzmanngasse,1,9,1913-02-27,10000519,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3178,03133,Mautner-Markhof-Gasse,1,11,1967-06-06,10003062,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3179,03730,Poppenwimmergasse,1,21,1929-07-10,10003650,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317a,00698,Chmelgasse,1,19,1961-03-03,10000673,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317b,10020,Stadionbrücke,2,2|3,1937-08-27,10007309,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317c,10322,Unterfahrung Kefergasse,1,14,1755-01-01,10007602,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317d,06603,Hans-Mayr-Platz,1,22,2013-06-03,10455003,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317e,06863,Trözmüllergasse,1,22,2009-12-01,10458170,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_317f,10409,Roman-Köhler-Steg,1,2,2011-03-01,10007687,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3180,10418,Franz-Josefs-Kai-Tragwerk,1,1,1988-12-02,10007696,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3181,12187,Blanche-Aubry-Weg,1,19,1998-11-10,10008292,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3182,03228,Mittelweg,1,12,1973-01-05,10003156,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3183,06528,Karl-Schwanzer-Gasse,1,10,2008-10-07,10399163,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3184,15173,Hammerschmiedgraben,1,19,2006-03-29,10459160,2013,Fließgewässer
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3185,04677,Steigenteschgasse,1,22,1909-06-30,10004578,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3186,04691,Steinergasse,1,17,1896-06-30,10004592,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3187,04786,Stubenbastei,1,1,1755-01-01,10004687,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3188,12578,Gewidmete Verkehrsfläche,1,22,1997-02-27,10008650,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3189,12583,Gewidmete Verkehrsfläche,1,21,2012-11-06,10008655,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318a,12308,Hopfnerweg,1,11,1971-12-07,10008391,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318b,04347,Schrammelgasse,1,17,1923-10-03,10004251,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318c,12353,Waldzeile,1,17,1977-04-13,10008433,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318d,00428,Berglergasse,1,21,1960-09-28,10000413,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318e,00619,Brunnenweg,1,10,1973-01-05,10000597,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_318f,00620,Brunnenweg,1,12,1977-01-11,10000598,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3190,30212,Westring,1,9,2013-09-27,10010695,14,Gebrauchsname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3191,18451,Franz-Jonas-Schule,1,21,1999-03-09,10358378,31000,Schule
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3192,19008,Friedhof Eßling,1,22,2012-10-04,10010160,7251,Friedhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3193,20200,Michael-Bausback-Park,1,23,1995-09-21,10010410,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3194,06347,Jakov-Lind-Straße,1,2,2009-05-05,10006170,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3195,14116,Marshallhof,1,22,1973-01-05,10008802,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3196,06330,Joseph-Schmidt-Platz,1,3,1995-01-19,10006153,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3197,06890,Sonnenallee,1,22,2012-02-28,10477473,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3198,03270,Moosweg,1,11,1973-01-05,10003198,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_3199,02525,Klosterweg,1,17,1973-01-05,10002463,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319a,09984,Nussbaumallee,1,11,2013-05-07,10007277,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319b,10438,Selma-Lagerlöf-Brücke,1,10,1989-05-03,10007716,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319c,18216,Messegelände,1,2,1973-01-05,10009928,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319d,06891,Siebensternplatz,1,7,2009-05-05,10477510,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319e,10867,Meiselmarkt Fußgängerbrücke,1,15,2019-11-05,10477579,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_319f,01075,Bertha-Zuckerkandl-Weg,1,9,2009-06-02,10477747,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a0,14119,Metzleinstaler Hof,1,5,1920-06-30,10008805,35100,städtische Wohnhausanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a1,16561,KLG ÖBB Schererstraße,1,21,1990-02-22,10009652,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a2,16573,KLG Czartoryskigasse 149,1,17,1991-02-06,10009664,7353,Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a3,17017,Meiselmarkt,1,15,1973-01-05,10009697,7354,Markt
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a4,17037,Flohmarkt Naschmarkt,1,6,1992-01-17,10009717,7354,Markt
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a5,17040,Temporärer Markt Großfeldsiedlung,1,21,1992-01-17,10009720,7354,Markt
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a6,06642,Berta-Karlik-Gasse,1,13,2011-11-07,10463384,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a7,06253,Hertha-Firnberg-Straße,1,10,2001-01-11,10006076,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a8,06260,Dattlergasse,1,21,1992-06-11,10006083,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31a9,06272,Arakawastraße,1,22,1998-02-10,10006095,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31aa,06262,Axel-Corti-Gasse,1,21,2012-02-28,10006085,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ab,09830,Gewidmete Verkehrsfläche,1,22,1979-07-05,10007137,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ac,05960,Gewidmete Verkehrsfläche,1,14,1978-02-23,10005798,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ad,12351,Gewidmete Verkehrsfläche,1,19,1977-03-18,10008431,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ae,05595,Schöffelplatz,1,14,1994-11-14,10005477,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31af,05631,Ing.-Sarek-Weg,1,22,1973-01-05,10005508,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b0,05636,Franz-Pletersky-Weg,1,22,1978-01-16,10005513,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b1,05667,Karmelitermarkt,1,2,1973-01-05,10005537,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b2,05686,Mondweg,1,22,1973-01-05,10005555,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b3,20211,Friessneggpark,1,21,1997-12-05,10010421,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b4,20221,Josef-Kaderka-Park,1,17,1998-12-04,10357593,7252,Park
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b5,90010,U-Bahn Station Karlsplatz,1,1,1973-01-05,10010832,51010,U-Bahnstation
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b6,90011,U-Bahn Station Kettenbrückengasse,1,5,1973-01-05,10010833,51010,U-Bahnstation
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b7,90573,Bahnhof Geiselbergstraße,1,11,2015-01-15,10010997,1306,Bahnhof
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b8,90576,Oswaldschleife,1,12,1755-01-01,10389820,52020,Schnellbahn
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31b9,18413,Ekazent Hietzing,1,13,1983-06-17,10010116,35140,Geschäft
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ba,18414,Schießstätte Stammersdorf,1,21,1985-02-12,10010117,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31bb,18416,Campus Wiener Netze,1,11,2016-02-03,10010119,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31bc,18418,Johanneskapelle,1,9,1985-11-07,10010121,10001,Objektname
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31bd,10202,Brücke Brünner Straße,1,21,1973-01-05,10007488,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31be,09112,Gewidmete Verkehrsfläche,1,21,1973-01-05,10006544,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31bf,06619,Bruno-Marek-Allee,1,2,2009-05-05,10459392,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c0,06621,Gewidmete Verkehrsfläche,1,21,2010-12-07,10459394,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c1,06301,Simmelgasse,1,21,2011-03-01,10006124,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c2,06302,Marischkapromenade,1,21,2009-12-01,10006125,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c3,10405,Überführung A22 Kaisermühlen Süden,1,22,1986-05-15,10007683,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c4,10599,Eisenbahnbrücke Donaukanal,2,19|20,1989-06-20,10007876,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c5,10631,Knoten Nußdorf Tragwerk 14,1,20,1989-06-26,10007908,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c6,05704,Nielrosenweg,1,10,1965-04-07,10005572,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c7,03038,Malzgasse,1,2,1862-06-30,10002969,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c8,03245,Möllergasse,1,23,1973-01-05,10003173,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31c9,00856,Dr.-Bohr-Gasse,1,3,1955-11-16,10000826,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ca,03665,Pfirsichgasse,1,22,1954-01-13,10003585,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31cb,09304,Bertha-von-Suttner-Gasse,1,22,1986-01-28,10006693,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31cc,03153,Mehlbeerengasse,1,22,1965-02-17,10003082,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31cd,02467,Kirchmeyergasse,1,13,1973-01-05,10002407,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31ce,06125,Grohnergasse,1,10,1993-09-16,10005955,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31cf,03537,Jägerstätterstraße,1,14,1993-06-15,10003459,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_31d0,05375,Wolfgang-Mühlwanger-Straße,1,22,1975-09-01,10005265,1113,Gemeindestraße
