FID,SCD,STR_NAME,BEZANZ,BEZLISTE,GUELTIG_AB,GIP_OBJECTID,NAMECAT,NAMECAT_NAME
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e1,05952,Tenschertstraße,1,23,1980-05-13,10005791,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e2,04257,Schimekgasse,1,23,1955-12-07,10004163,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e3,04491,Sevcikgasse,1,23,1957-10-02,10004393,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e4,02434,Kerngasse,1,23,1973-01-05,10002375,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e5,01488,Ghelengasse,1,13,1909-05-26,10001443,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e6,01914,Hentschelgasse,1,13,1895-01-01,10001860,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e7,03015,Madjeragasse,1,13,1936-07-12,10002946,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e8,04984,Turgenjewgasse,1,13,1932-09-05,10004882,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49e9,03169,Melchartgasse,1,13,1913-06-05,10003097,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ea,04012,Rosa-Luxemburg-Gasse,1,16,1947-06-30,10003929,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49eb,04315,Schöberweg,1,17,1949-02-15,10004220,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ec,04951,Treumanngasse,1,13,1955-06-08,10004850,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ed,04336,Scholzgasse,1,2,1873-06-30,10004241,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ee,05666,Johann-Fürst-Platz,1,2,1973-01-05,10005536,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ef,06157,Gabor-Steiner-Weg,1,2,1987-06-09,10005985,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f0,00875,Dr.-Otto-Neurath-Gasse,1,22,1949-02-15,10000844,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f1,09858,Hibiskusweg,1,22,2001-01-11,10007161,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f2,06053,Luitpold-Stern-Gasse,1,22,1989-09-14,10005887,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f3,03106,Maschlgasse,1,22,1953-01-21,10003035,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f4,03093,Markweg,1,22,1928-10-24,10003022,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f5,03778,Pröpstlgasse,1,22,1973-01-05,10003698,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f6,04560,Sobieskiplatz,1,9,1945-06-30,10004461,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f7,04853,Tendlergasse,1,9,1902-09-11,10004752,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f8,03668,Pfluggasse,1,9,1973-01-05,10003588,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49f9,00658,Buchleitenweg,1,18,1914-01-01,10000634,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49fa,00492,Blaselgasse,1,18,1925-09-12,10000476,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49fb,04342,Schottengasse,1,1,1973-01-05,10004247,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49fc,01953,Heßgasse,1,1,1973-01-05,10001899,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49fd,04357,Schreyvogelgasse,1,1,1885-06-30,10004261,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49fe,02891,Liebiggasse,1,1,1973-01-05,10002823,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_49ff,02051,Hohe Warte,1,19,1973-05-03,10001996,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a00,04780,Strohgasse,1,3,1862-06-30,10004681,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a01,05780,Wielandweg,1,22,1982-10-08,10005641,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a02,04607,Spengergasse,1,5,1755-01-01,10004508,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a03,02032,Hofgasse,1,5,1973-05-03,10001977,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a04,05428,Zeinlhofergasse,1,5,1888-05-29,10005318,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a05,01406,Gassergasse,1,5,1893-01-01,10001363,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a06,00233,Anzengrubergasse,1,5,1890-03-11,10000222,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a07,05818,Wallackgasse,1,23,1977-10-10,10005675,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a08,04715,Sterngasse,1,23,1973-01-05,10004616,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a09,03154,Mehlführergasse,1,23,1955-12-07,10003083,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0a,04796,Stuppöckgasse,1,23,1973-01-05,10004697,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0b,02061,Hollitzergasse,1,10,1956-11-07,10002006,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0c,03032,Malborghetgasse,1,10,1911-07-27,10002963,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0d,01086,Erlachgasse,1,10,1890-01-01,10001047,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0e,03623,Pernerstorfergasse,1,10,1919-09-24,10003543,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a0f,03810,Quellenstraße,1,10,1906-05-08,10003729,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a10,05204,Weidmanngasse,1,17,1894-06-30,10005099,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a11,01657,Gschwandnergasse,1,17,1973-01-05,10001608,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a12,02912,Lindgrabengasse,1,23,1973-01-05,10002844,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a13,09901,Sterkgasse,1,5,2003-11-07,10007204,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a14,02217,Johannagasse,1,5,1847-01-01,10002159,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a15,05334,Wimmergasse,1,5,1875-06-30,10005226,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a16,04576,Sonnenhofgasse,1,5,1862-06-30,10004477,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a17,03517,Ortnergasse,1,15,1898-08-10,10003440,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a18,00756,Dadlergasse,1,15,1835-01-01,10000730,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a19,10255,Brücke über den Petersbach,1,23,1973-01-05,10007536,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1a,09859,Leidlweg,1,22,1972-01-11,10007162,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1b,01850,Havannaweg,1,22,1984-11-08,10001799,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1c,05846,Tokiostraße,1,22,1998-02-10,10005699,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1d,06455,Lobaustraße,1,22,1755-01-01,10371936,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1e,03825,Radetzkystraße,1,3,1973-01-05,10003744,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a1f,02707,Kundmanngasse,1,3,1919-09-24,10002641,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a20,00383,Baumgasse,1,3,1973-01-05,10000371,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a21,00694,Chiarigasse,1,10,1932-03-23,10000669,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a22,10408,Kettenbrücke,3,4|5|6,1987-11-23,10007686,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a23,03131,Mauthausgasse,1,5,1862-06-30,10003060,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a24,09870,Marderweg,1,22,1993-02-24,10007173,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a25,02481,Klampfelberggasse,1,17,1973-01-05,10002421,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a26,00748,Czapkagasse,1,3,1881-01-01,10000723,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a27,05047,Veithgasse,1,3,1947-06-30,10004945,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a28,03396,Neutorgasse,1,1,1878-06-30,10003323,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a29,02674,Krottenbachstraße,1,19,1894-06-30,10002608,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2a,12722,Hauerkronenweg,1,19,2013-06-03,10466152,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2b,04380,Schützplatz,1,14,1912-12-17,10004283,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2c,02010,Höchsmannweg,1,22,1932-11-20,10001955,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2d,09401,Laurenz-Barchetti-Gasse,1,22,1986-10-09,10006758,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2e,02768,Langgasse,1,23,1973-01-05,10002702,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a2f,10071,Nevillebrücke,2,5|6,1973-01-05,10007360,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a30,05452,Zieglergasse,1,7,1755-01-01,10005342,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a31,03941,Richtergasse,1,7,1862-06-30,10003860,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a32,01117,Europaplatz,2,7|15,1958-05-21,10001078,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a33,00089,Alser Straße,2,8|9,1973-01-05,10000085,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a34,12505,Steinweisweg,1,12,1992-10-08,10008579,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a35,00451,Bethlengasse,1,12,1894-10-05,10000436,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a36,00868,Universitätsring,1,1,2012-06-05,10000837,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a37,04223,Schenkenstraße,1,1,1862-06-30,10004134,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a38,01129,Färbergasse,1,1,1973-01-05,10001090,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a39,03082,Marienstiege,1,1,1755-01-01,10003011,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3a,05961,Gorskistraße,1,23,1980-05-13,10005799,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3b,04512,Siedlungsstraße,1,23,1973-01-05,10004413,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3c,12331,Ludwig-Gruber-Weg,1,19,1979-10-18,10008412,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3d,04219,Schellinggasse,1,1,1869-06-30,10004130,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3e,04732,Stock-im-Eisen-Platz,1,1,1866-06-30,10004633,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a3f,02008,Hockegasse,1,18,1894-01-01,10001953,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a40,03334,Naaffgasse,1,18,1937-06-08,10003262,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a41,03134,Max-Emanuel-Straße,1,18,1910-09-22,10003063,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a42,04657,Stammhausstraße,1,14,1973-01-05,10004558,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a43,00195,Andreas-Lechner-Straße,1,14,1973-01-05,10000184,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a44,00802,Dempschergasse,1,18,1894-01-01,10000773,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a45,03097,Marsanogasse,1,18,1895-06-26,10003026,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a46,12048,Gillingerweg,1,18,1996-01-18,10008167,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a47,04565,Sommarugagasse,1,18,1894-06-30,10004466,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a48,02643,Kreilplatz,1,19,1905-09-28,10002577,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a49,02502,Kleingasse,1,3,1862-06-30,10002440,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4a,09186,Nemethgasse,1,11,1974-05-06,10006609,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4b,06023,Lamezanstraße,1,23,1982-10-07,10005859,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4c,01023,Eisenberggasse,1,23,1960-09-28,10000986,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4d,09269,Hänischgasse,1,22,1975-09-01,10006671,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4e,05242,Weizenweg,1,22,1954-01-13,10005135,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a4f,06259,Hanfgasse,1,22,1993-09-16,10006082,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a50,04191,Schafgarbenweg,1,22,1973-01-05,10004104,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a51,01522,Gmarchhaufenstraße,1,22,1959-02-04,10001477,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a52,00778,Danningerweg,1,21,1932-12-05,10000750,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a53,02096,Hufgasse,1,21,1971-09-07,10002041,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a54,00680,Carminweg,1,21,1997-11-04,10000655,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a55,01543,Goldhammergasse,1,23,1973-01-05,10001498,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a56,09420,Martin-Gaunersdorfer-Gasse,1,21,1994-05-05,10006775,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a57,04595,Spanngasse,1,21,1956-10-17,10004496,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a58,12462,Okopenkoweg,1,21,2012-02-28,10008537,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a59,09565,Draugasse,1,21,1996-10-24,10006904,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5a,03244,Mölker Steig,1,1,1755-01-01,10003172,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5b,00120,Am Freihof,1,22,1909-01-01,10000116,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5c,01020,Eipeldauer Straße,2,21|22,1909-01-01,10000983,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5d,02228,Johann-Nepomuk-Berger-Platz,2,16|17,1894-01-01,10002170,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5e,01855,Haymerlegasse,1,16,1894-01-01,10001804,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a5f,02645,Kreitnergasse,1,16,1894-08-08,10002579,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a60,05471,Zöchbauerstraße,1,16,1900-06-30,10005361,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a61,03476,Obstgartenweg,1,22,1959-02-04,10003400,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a62,05860,Hirschstettner Platz,1,22,2011-11-07,10005712,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a63,01555,Gotenweg,1,22,1966-10-19,10001510,2058,Weg in Kleingartenanlage
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a64,05681,An der Bien,1,22,1988-10-13,10005550,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a65,06200,Abfahrt von Wehr1,1,22,1989-11-07,10006027,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a66,04318,Schoellerhofgasse,1,2,1909-03-16,10004223,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a67,01763,Halmgasse,1,2,1876-01-01,10001713,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a68,09633,Rudolf-Raschke-Gasse,1,21,1992-06-11,10006971,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a69,00244,Arenberggasse,1,3,1862-01-01,10000233,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6a,00781,Dapontegasse,1,3,1906-06-20,10000753,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6b,04023,Rosengasse,1,1,1755-01-01,10003939,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6c,04431,Schwertgasse,1,1,1797-06-30,10004334,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6d,04661,Starkegasse,1,10,1942-03-14,10004562,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6e,12608,Käthe-Odwody-Gasse,1,10,2004-12-03,10008680,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a6f,00371,Battiggasse,1,10,1973-01-05,10000360,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a70,10375,Steg Absberggasse,1,10,1983-01-26,10007655,2068,Brücke
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a71,02221,Johann-Friedl-Gasse,1,10,1973-01-05,10002163,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a72,03817,Rabengasse,1,3,1929-04-17,10003736,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a73,06293,Untere Kaistraße,1,10,1993-06-15,10006116,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a74,02187,Jarlweg,1,10,1959-04-15,10002130,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a75,01834,Hatschekgasse,1,22,1953-11-18,10001783,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a76,01852,Hawlicekgasse,1,21,1937-03-05,10001801,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a77,03376,Neudorfergasse,1,21,1916-06-30,10003303,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a78,04525,Sildgasse,1,21,1913-06-30,10004426,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a79,03871,Rautenkranzgasse,1,21,1894-06-30,10003790,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7a,12535,Schumpeterweg,1,21,1994-09-22,10008608,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7b,01521,Gluckgasse,1,1,1894-01-01,10001476,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7c,06138,Am Stadtpark,1,3,1986-10-09,10005968,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7d,09295,Lostakgasse,1,22,1993-09-16,10006685,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7e,05422,Zehenthofgasse,1,19,1897-06-30,10005312,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a7f,00782,Daringergasse,1,19,1894-01-01,10000754,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a80,01230,Flotowgasse,1,19,1899-10-18,10001190,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a81,01164,Felixgasse,1,13,1955-06-08,10001125,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a82,04752,Strampfergasse,1,13,1955-06-08,10004653,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a83,00297,Augasse,1,13,1973-01-05,10000286,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a84,02432,Keplingergasse,1,13,1955-06-08,10002373,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a85,03008,Lynkeusgasse,1,13,1947-06-30,10002939,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a86,04725,Stiglitzgasse,1,13,1973-01-05,10004626,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a87,09637,Franz-Prinke-Gasse,1,11,2006-03-14,10006975,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a88,02182,Jakob-Stainer-Gasse,1,13,1942-05-09,10002125,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a89,03159,Meillergasse,1,13,1911-03-23,10003087,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8a,03382,Neukommweg,1,13,1930-04-30,10003309,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8b,05214,Weindorfergasse,1,13,1973-01-05,10005107,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8c,01637,Grubergasse,1,16,1900-06-15,10001589,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8d,04960,Trogergasse,1,14,1894-06-30,10004859,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8e,05337,Winckelmannstraße,2,14|15,1894-06-30,10005229,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a8f,05156,Wallensteinplatz,1,20,1863-06-30,10005051,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a90,09618,Hopsagasse,1,20,1982-10-07,10006956,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a91,05012,Unterbergergasse,1,20,1899-03-30,10004910,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a92,03987,Roesnergasse,1,12,1894-06-30,10003905,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a93,04195,Schallergasse,1,12,1875-06-30,10004108,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a94,03926,Reschgasse,1,12,1860-06-30,10003845,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a95,00164,Anastasius-Grün-Gasse,1,18,1878-01-01,10000154,1113,Gemeindestraße
GEONAMENSVERZOGD.fid-2ce3f238_16e8cf264bc_4a96,00965,Eckpergasse,1,18,1903-05-14,10000928,1113,Gemeindestraße
