link,name,plz
4863 Seewalchen am Attersee,Seewalchen am Attersee,4863
4865 Nußdorf am Attersee,Nußdorf am Attersee,4865
4866 Unterach am Attersee,Unterach am Attersee,4866
4824 Gosau,Gosau,4824
4840 Pilsbach,Pilsbach,4840
4840 Vöcklabruck,Vöcklabruck,4840
4866 Unterach am Attersee,Unterach am Attersee,4866
4866 Innerschwand am Mondsee,Innerschwand am Mondsee,4866
4866 Sankt Gilgen,Sankt Gilgen,4866
4860 Lenzing,Lenzing,4860
4861 Aurach am Hongar,Aurach am Hongar,4861
4861 Schörfling am Attersee,Schörfling am Attersee,4861
4863 Seewalchen am Attersee,Seewalchen am Attersee,4863
4864 Attersee am Attersee,Attersee am Attersee,4864
4865 Nußdorf am Attersee,Nußdorf am Attersee,4865
4816 Gschwandt,Gschwandt,4816
4870 Pfaffing,Pfaffing,4870
4870 Vöcklamarkt,Vöcklamarkt,4870
4872 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4872
4873 Redleiten,Redleiten,4873
4873 Frankenburg am Hausruck,Frankenburg am Hausruck,4873
4800 Attnang-Puchheim,Attnang-Puchheim,4800
4801 Traunkirchen,Traunkirchen,4801
4802 Ebensee am Traunsee,Ebensee am Traunsee,4802
4810 Gmunden,Gmunden,4810
4820 Bad Ischl,Bad Ischl,4820
4871 Gampern,Gampern,4871
4871 Vöcklamarkt,Vöcklamarkt,4871
4871 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4871
4871 Frankenburg am Hausruck,Frankenburg am Hausruck,4871
4871 Pfaffing,Pfaffing,4871
4870 Pfaffing,Pfaffing,4870
4870 Vöcklamarkt,Vöcklamarkt,4870
4872 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4872
4873 Redleiten,Redleiten,4873
4873 Frankenburg am Hausruck,Frankenburg am Hausruck,4873
4872 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4872
4870 Pfaffing,Pfaffing,4870
4870 Vöcklamarkt,Vöcklamarkt,4870
4873 Redleiten,Redleiten,4873
4873 Frankenburg am Hausruck,Frankenburg am Hausruck,4873
4802 Ebensee am Traunsee,Ebensee am Traunsee,4802
4812 Pinsdorf,Pinsdorf,4812
4820 Bad Ischl,Bad Ischl,4820
4822 Bad Goisern am Hallstättersee,Bad Goisern am Hallstättersee,4822
4824 Gosau,Gosau,4824
4873 Redleiten,Redleiten,4873
4873 Frankenburg am Hausruck,Frankenburg am Hausruck,4873
4873 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4873
4870 Pfaffing,Pfaffing,4870
4870 Vöcklamarkt,Vöcklamarkt,4870
4872 Neukirchen an der Vöckla,Neukirchen an der Vöckla,4872
4813 Altmünster,Altmünster,4813
4830 Hallstatt,Hallstatt,4830
4831 Obertraun,Obertraun,4831
4843 Ampflwang im Hausruckwald,Ampflwang im Hausruckwald,4843
4880 St. Georgen im Attergau,St. Georgen im Attergau,4880
4880 Berg im Attergau,Berg im Attergau,4880
4880 Seewalchen am Attersee,Seewalchen am Attersee,4880
4881 Straß im Attergau,Straß im Attergau,4881
4882 Oberwang,Oberwang,4882
4800 Attnang-Puchheim,Attnang-Puchheim,4800
4801 Traunkirchen,Traunkirchen,4801
4802 Ebensee am Traunsee,Ebensee am Traunsee,4802
4810 Gmunden,Gmunden,4810
4820 Bad Ischl,Bad Ischl,4820
4881 Straß im Attergau,Straß im Attergau,4881
4880 St. Georgen im Attergau,St. Georgen im Attergau,4880
4880 Berg im Attergau,Berg im Attergau,4880
4882 Oberwang,Oberwang,4882
4801 Traunkirchen,Traunkirchen,4801
4810 Gmunden,Gmunden,4810
4812 Pinsdorf,Pinsdorf,4812
4813 Altmünster,Altmünster,4813
4816 Gschwandt,Gschwandt,4816
4817 St. Konrad,St. Konrad,4817
4882 Oberwang,Oberwang,4882
4880 St. Georgen im Attergau,St. Georgen im Attergau,4880
4880 Berg im Attergau,Berg im Attergau,4880
4881 Straß im Attergau,Straß im Attergau,4881
4802 Ebensee am Traunsee,Ebensee am Traunsee,4802
4812 Pinsdorf,Pinsdorf,4812
4820 Bad Ischl,Bad Ischl,4820
4822 Bad Goisern am Hallstättersee,Bad Goisern am Hallstättersee,4822
4824 Gosau,Gosau,4824
4842 Zell am Pettenfirst,Zell am Pettenfirst,4842
4891 Pöndorf,Pöndorf,4891
4891 Frankenmarkt,Frankenmarkt,4891
4891 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4891
4890 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4890
4890 Frankenmarkt,Frankenmarkt,4890
4892 Fornach,Fornach,4892
4893 Zell am Moos,Zell am Moos,4893
4894 Oberhofen am Irrsee,Oberhofen am Irrsee,4894
4801 Traunkirchen,Traunkirchen,4801
4810 Gmunden,Gmunden,4810
4890 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4890
4890 Frankenmarkt,Frankenmarkt,4890
4890 Vöcklamarkt,Vöcklamarkt,4890
4890 Fornach,Fornach,4890
4891 Pöndorf,Pöndorf,4891
4892 Fornach,Fornach,4892
4893 Zell am Moos,Zell am Moos,4893
4894 Oberhofen am Irrsee,Oberhofen am Irrsee,4894
4800 Attnang-Puchheim,Attnang-Puchheim,4800
4801 Traunkirchen,Traunkirchen,4801
4893 Zell am Moos,Zell am Moos,4893
4893 Tiefgraben,Tiefgraben,4893
4893 Oberhofen am Irrsee,Oberhofen am Irrsee,4893
4890 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4890
4890 Frankenmarkt,Frankenmarkt,4890
4891 Pöndorf,Pöndorf,4891
4892 Fornach,Fornach,4892
4894 Oberhofen am Irrsee,Oberhofen am Irrsee,4894
4813 Altmünster,Altmünster,4813
4830 Hallstatt,Hallstatt,4830
4892 Fornach,Fornach,4892
4892 Pfaffing,Pfaffing,4892
4890 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4890
4890 Frankenmarkt,Frankenmarkt,4890
4891 Pöndorf,Pöndorf,4891
4893 Zell am Moos,Zell am Moos,4893
4894 Oberhofen am Irrsee,Oberhofen am Irrsee,4894
4802 Ebensee am Traunsee,Ebensee am Traunsee,4802
4812 Pinsdorf,Pinsdorf,4812
4820 Bad Ischl,Bad Ischl,4820
4894 Oberhofen am Irrsee,Oberhofen am Irrsee,4894
4890 Weißenkirchen im Attergau,Weißenkirchen im Attergau,4890
4890 Frankenmarkt,Frankenmarkt,4890
4891 Pöndorf,Pöndorf,4891
4892 Fornach,Fornach,4892
4893 Zell am Moos,Zell am Moos,4893
4824 Gosau,Gosau,4824
4840 Pilsbach,Pilsbach,4840
4840 Vöcklabruck,Vöcklabruck,4840
4841 Ungenach,Ungenach,4841
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4904 Atzbach,Atzbach,4904
4906 Eberschwang,Eberschwang,4906
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4921 Hohenzell,Hohenzell,4921
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4902 Niederthalheim,Niederthalheim,4902
4902 Gaspoltshofen,Gaspoltshofen,4902
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4903 Manning,Manning,4903
4904 Atzbach,Atzbach,4904
4906 Eberschwang,Eberschwang,4906
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4903 Manning,Manning,4903
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4904 Atzbach,Atzbach,4904
4906 Eberschwang,Eberschwang,4906
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4931 Mettmach,Mettmach,4931
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4943 Geinberg,Geinberg,4943
4963 St. Peter am Hart,St. Peter am Hart,4963
4904 Atzbach,Atzbach,4904
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4906 Eberschwang,Eberschwang,4906
4924 Waldzell,Waldzell,4924
4941 Mehrnbach,Mehrnbach,4941
4942 Gurten,Gurten,4942
4942 Wippenham,Wippenham,4942
4943 Geinberg,Geinberg,4943
4906 Eberschwang,Eberschwang,4906
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4904 Atzbach,Atzbach,4904
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4962 Mining,Mining,4962
4963 St. Peter am Hart,St. Peter am Hart,4963
4902 Gaspoltshofen,Gaspoltshofen,4902
4910 Pattigham,Pattigham,4910
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Mehrnbach,Mehrnbach,4910
4910 Aurolzmünster,Aurolzmünster,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4904 Atzbach,Atzbach,4904
4911 Tumeltsham,Tumeltsham,4911
4910 Pattigham,Pattigham,4910
4910 Ried im Innkreis,Ried im Innkreis,4910
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4921 Hohenzell,Hohenzell,4921
4931 Mettmach,Mettmach,4931
4941 Mehrnbach,Mehrnbach,4941
4951 Polling im Innkreis,Polling im Innkreis,4951
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4910 Pattigham,Pattigham,4910
4910 Ried im Innkreis,Ried im Innkreis,4910
4911 Tumeltsham,Tumeltsham,4911
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4925 Pramet,Pramet,4925
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4921 Hohenzell,Hohenzell,4921
4920 Schildorn,Schildorn,4920
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4925 Pramet,Pramet,4925
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4922 Geiersberg,Geiersberg,4922
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4925 Pramet,Pramet,4925
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4924 Waldzell,Waldzell,4924
4925 Pramet,Pramet,4925
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4903 Manning,Manning,4903
4931 Mettmach,Mettmach,4931
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4924 Waldzell,Waldzell,4924
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4925 Pramet,Pramet,4925
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4904 Atzbach,Atzbach,4904
4941 Mehrnbach,Mehrnbach,4941
4942 Gurten,Gurten,4942
4925 Pramet,Pramet,4925
4925 Pattigham,Pattigham,4925
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4950 Altheim,Altheim,4950
4951 Polling im Innkreis,Polling im Innkreis,4951
4926 St. Marienkirchen am Hausruck,St. Marienkirchen am Hausruck,4926
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4925 Pramet,Pramet,4925
4906 Eberschwang,Eberschwang,4906
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4962 Mining,Mining,4962
4931 Mettmach,Mettmach,4931
4931 Aspach,Aspach,4931
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4921 Hohenzell,Hohenzell,4921
4941 Mehrnbach,Mehrnbach,4941
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4932 Aspach,Aspach,4932
4931 Mettmach,Mettmach,4931
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4924 Waldzell,Waldzell,4924
4933 Aspach,Aspach,4933
4931 Mettmach,Mettmach,4931
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4903 Manning,Manning,4903
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4943 Geinberg,Geinberg,4943
4963 St. Peter am Hart,St. Peter am Hart,4963
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4941 Mehrnbach,Mehrnbach,4941
4941 Ried im Innkreis,Ried im Innkreis,4941
4942 Gurten,Gurten,4942
4942 Wippenham,Wippenham,4942
4943 Geinberg,Geinberg,4943
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4942 Gurten,Gurten,4942
4942 Wippenham,Wippenham,4942
4941 Mehrnbach,Mehrnbach,4941
4943 Geinberg,Geinberg,4943
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4943 Geinberg,Geinberg,4943
4943 Kirchdorf am Inn,Kirchdorf am Inn,4943
4943 Gurten,Gurten,4943
4943 Polling im Innkreis,Polling im Innkreis,4943
4943 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4943
4941 Mehrnbach,Mehrnbach,4941
4942 Gurten,Gurten,4942
4942 Wippenham,Wippenham,4942
4903 Manning,Manning,4903
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4950 Altheim,Altheim,4950
4950 Weng im Innkreis,Weng im Innkreis,4950
4951 Polling im Innkreis,Polling im Innkreis,4951
4952 Weng im Innkreis,Weng im Innkreis,4952
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4904 Atzbach,Atzbach,4904
4906 Eberschwang,Eberschwang,4906
4910 Ried im Innkreis,Ried im Innkreis,4910
4951 Polling im Innkreis,Polling im Innkreis,4951
4951 Geinberg,Geinberg,4951
4950 Altheim,Altheim,4950
4952 Weng im Innkreis,Weng im Innkreis,4952
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Pattigham,Pattigham,4910
4910 Ried im Innkreis,Ried im Innkreis,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4921 Hohenzell,Hohenzell,4921
4952 Weng im Innkreis,Weng im Innkreis,4952
4952 Moosbach,Moosbach,4952
4950 Altheim,Altheim,4950
4951 Polling im Innkreis,Polling im Innkreis,4951
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4961 Weng im Innkreis,Weng im Innkreis,4961
4962 Mining,Mining,4962
4963 St. Peter am Hart,St. Peter am Hart,4963
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4911 Tumeltsham,Tumeltsham,4911
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4921 Hohenzell,Hohenzell,4921
4962 Mining,Mining,4962
4962 St. Peter am Hart,St. Peter am Hart,4962
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4963 St. Peter am Hart,St. Peter am Hart,4963
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4921 Hohenzell,Hohenzell,4921
4922 Geiersberg,Geiersberg,4922
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4963 St. Peter am Hart,St. Peter am Hart,4963
4963 Burgkirchen,Burgkirchen,4963
4961 Mühlheim am Inn,Mühlheim am Inn,4961
4962 Mining,Mining,4962
4903 Manning,Manning,4903
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4931 Mettmach,Mettmach,4931
4932 Kirchheim im Innkreis,Kirchheim im Innkreis,4932
4943 Geinberg,Geinberg,4943
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4970 Eitzing,Eitzing,4970
4971 Aurolzmünster,Aurolzmünster,4971
4972 Utzenaich,Utzenaich,4972
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4974 Ort im Innkreis,Ort im Innkreis,4974
4975 Suben,Suben,4975
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4903 Manning,Manning,4903
4971 Aurolzmünster,Aurolzmünster,4971
4971 Andrichsfurt,Andrichsfurt,4971
4971 Utzenaich,Utzenaich,4971
4971 Mehrnbach,Mehrnbach,4971
4970 Eitzing,Eitzing,4970
4972 Utzenaich,Utzenaich,4972
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4974 Ort im Innkreis,Ort im Innkreis,4974
4975 Suben,Suben,4975
4972 Utzenaich,Utzenaich,4972
4972 Aurolzmünster,Aurolzmünster,4972
4972 Andrichsfurt,Andrichsfurt,4972
4970 Eitzing,Eitzing,4970
4971 Aurolzmünster,Aurolzmünster,4971
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4974 Ort im Innkreis,Ort im Innkreis,4974
4975 Suben,Suben,4975
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4973 Senftenbach,Senftenbach,4973
4973 Aurolzmünster,Aurolzmünster,4973
4973 Utzenaich,Utzenaich,4973
4973 Mörschwang,Mörschwang,4973
4973 Reichersberg,Reichersberg,4973
4970 Eitzing,Eitzing,4970
4971 Aurolzmünster,Aurolzmünster,4971
4972 Utzenaich,Utzenaich,4972
4974 Ort im Innkreis,Ort im Innkreis,4974
4974 Ort im Innkreis,Ort im Innkreis,4974
4974 Reichersberg,Reichersberg,4974
4974 Lambrechten,Lambrechten,4974
4970 Eitzing,Eitzing,4970
4971 Aurolzmünster,Aurolzmünster,4971
4972 Utzenaich,Utzenaich,4972
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4975 Suben,Suben,4975
4904 Atzbach,Atzbach,4904
4975 Suben,Suben,4975
4970 Eitzing,Eitzing,4970
4971 Aurolzmünster,Aurolzmünster,4971
4972 Utzenaich,Utzenaich,4972
4973 Senftenbach,Senftenbach,4973
4973 St. Martin im Innkreis,St. Martin im Innkreis,4973
4974 Ort im Innkreis,Ort im Innkreis,4974
4925 Pramet,Pramet,4925
4950 Altheim,Altheim,4950
4951 Polling im Innkreis,Polling im Innkreis,4951
4980 Antiesenhofen,Antiesenhofen,4980
4980 Eggerding,Eggerding,4980
4980 Reichersberg,Reichersberg,4980
4981 Reichersberg,Reichersberg,4981
4982 Mörschwang,Mörschwang,4982
4982 Obernberg am Inn,Obernberg am Inn,4982
4982 Kirchdorf am Inn,Kirchdorf am Inn,4982
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4984 Weilbach,Weilbach,4984
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4981 Reichersberg,Reichersberg,4981
4980 Antiesenhofen,Antiesenhofen,4980
4982 Mörschwang,Mörschwang,4982
4982 Obernberg am Inn,Obernberg am Inn,4982
4982 Kirchdorf am Inn,Kirchdorf am Inn,4982
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4984 Weilbach,Weilbach,4984
4901 Ottnang am Hausruck,Ottnang am Hausruck,4901
4910 Ried im Innkreis,Ried im Innkreis,4910
4910 Pattigham,Pattigham,4910
4982 Mörschwang,Mörschwang,4982
4982 Kirchdorf am Inn,Kirchdorf am Inn,4982
4982 Obernberg am Inn,Obernberg am Inn,4982
4980 Antiesenhofen,Antiesenhofen,4980
4981 Reichersberg,Reichersberg,4981
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4984 Weilbach,Weilbach,4984
4902 Wolfsegg am Hausruck,Wolfsegg am Hausruck,4902
4912 Neuhofen im Innkreis,Neuhofen im Innkreis,4912
4920 Schildorn,Schildorn,4920
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4980 Antiesenhofen,Antiesenhofen,4980
4981 Reichersberg,Reichersberg,4981
4982 Mörschwang,Mörschwang,4982
4982 Obernberg am Inn,Obernberg am Inn,4982
4982 Kirchdorf am Inn,Kirchdorf am Inn,4982
4984 Weilbach,Weilbach,4984
4903 Manning,Manning,4903
4923 Lohnsburg am Kobernaußerwald,Lohnsburg am Kobernaußerwald,4923
4931 Mettmach,Mettmach,4931
4984 Weilbach,Weilbach,4984
4984 Mörschwang,Mörschwang,4984
4980 Antiesenhofen,Antiesenhofen,4980
4981 Reichersberg,Reichersberg,4981
4982 Mörschwang,Mörschwang,4982
4982 Obernberg am Inn,Obernberg am Inn,4982
4982 Kirchdorf am Inn,Kirchdorf am Inn,4982
4983 St. Georgen bei Obernberg am Inn,St. Georgen bei Obernberg am Inn,4983
4904 Atzbach,Atzbach,4904
4924 Waldzell,Waldzell,4924
5020 Salzburg,Salzburg,5020
5090 Lofer,Lofer,5090
5023 Salzburg,Salzburg,5023
5023 Koppl,Koppl,5023
5026 Salzburg,Salzburg,5026
5120 Haigermoos,Haigermoos,5120
5120 St. Pantaleon,St. Pantaleon,5120
5201 Seekirchen am Wallersee,Seekirchen am Wallersee,5201
5202 Neumarkt am Wallersee,Neumarkt am Wallersee,5202
5203 Köstendorf,Köstendorf,5203
5023 Salzburg,Salzburg,5023
5023 Koppl,Koppl,5023
5020 Salzburg,Salzburg,5020
5093 Weißbach bei Lofer,Weißbach bei Lofer,5093
5026 Salzburg,Salzburg,5026
5083 Hallein,Hallein,5083
5083 Grödig,Grödig,5083
5203 Köstendorf,Köstendorf,5203
5223 Pfaffstätt,Pfaffstätt,5223
5230 Mattighofen,Mattighofen,5230
5026 Salzburg,Salzburg,5026
5020 Salzburg,Salzburg,5020
5061 Elsbethen,Elsbethen,5061
5023 Koppl,Koppl,5023
5023 Salzburg,Salzburg,5023
5061 Salzburg,Salzburg,5061
5261 Helpfau-Uttendorf,Helpfau-Uttendorf,5261
5261 Maria Schmolln,Maria Schmolln,5261
5261 Schalchen,Schalchen,5261
5261 Burgkirchen,Burgkirchen,5261
5061 Elsbethen,Elsbethen,5061
5061 Salzburg,Salzburg,5061
5071 Wals-Siezenheim,Wals-Siezenheim,5071
5081 Anif,Anif,5081
5091 Unken,Unken,5091
5071 Salzburg,Salzburg,5071
5081 Salzburg,Salzburg,5081
5161 Elixhausen,Elixhausen,5161
5261 Helpfau-Uttendorf,Helpfau-Uttendorf,5261
5561 Untertauern,Untertauern,5561
5081 Anif,Anif,5081
5081 Salzburg,Salzburg,5081
5082 Grödig,Grödig,5082
5084 Großgmain,Großgmain,5084
5061 Elsbethen,Elsbethen,5061
5071 Wals-Siezenheim,Wals-Siezenheim,5071
5091 Unken,Unken,5091
5082 Salzburg,Salzburg,5082
5083 Hallein,Hallein,5083
5083 Grödig,Grödig,5083
5071 Wals-Siezenheim,Wals-Siezenheim,5071
5071 Salzburg,Salzburg,5071
5061 Elsbethen,Elsbethen,5061
5081 Anif,Anif,5081
5091 Unken,Unken,5091
5061 Salzburg,Salzburg,5061
5081 Salzburg,Salzburg,5081
5271 Moosbach,Moosbach,5271
5571 Mariapfarr,Mariapfarr,5571
5671 Bruck an der Großglocknerstraße,Bruck an der Großglocknerstraße,5671
5082 Grödig,Grödig,5082
5082 Salzburg,Salzburg,5082
5081 Anif,Anif,5081
5084 Großgmain,Großgmain,5084
5020 Salzburg,Salzburg,5020
5092 Sankt Martin bei Lofer,Sankt Martin bei Lofer,5092
5081 Salzburg,Salzburg,5081
5083 Grödig,Grödig,5083
5083 Hallein,Hallein,5083
5023 Salzburg,Salzburg,5023
5083 Hallein,Hallein,5083
5083 Grödig,Grödig,5083
5081 Anif,Anif,5081
5082 Grödig,Grödig,5082
5084 Großgmain,Großgmain,5084
5093 Weißbach bei Lofer,Weißbach bei Lofer,5093
5081 Salzburg,Salzburg,5081
5082 Salzburg,Salzburg,5082
